Vata,Pitta,Kapha,Dosha_Type
138,108,113,Vata
57,108,1,Pitta
86,94,148,Kapha
133,56,23,Vata
128,87,5,Vata
120,50,55,Vata
27,85,53,Pitta
54,51,83,Kapha
2,140,53,Pitta
124,42,89,Vata
45,116,59,Pitta
19,102,98,Pitta-Kapha
71,40,145,Kapha
16,110,150,Kapha
70,56,68,Vata-Kapha
11,21,44,Kapha
105,41,44,Vata
2,24,122,Kapha
132,70,7,Vata
77,106,79,Pitta
96,100,110,Kapha
38,24,135,Kapha
147,119,19,Vata
106,60,70,Vata
83,62,104,Kapha
63,12,8,Vata
32,49,13,Pitta
5,135,2,Pitta
58,5,63,Kapha
36,74,20,Pitta
20,52,131,Kapha
58,55,121,Kapha
73,18,1,Vata
95,33,1,Vata
12,86,99,Kapha
37,71,130,Kapha
35,118,96,Pitta
121,43,120,Vata-Kapha
120,117,116,Vata-Pitta
111,143,143,Pitta-Kapha
25,32,142,Kapha
2,36,83,Kapha
2,23,60,Kapha
125,57,26,Vata
51,78,45,Pitta
70,150,62,Pitta
45,146,4,Pitta
63,83,97,Kapha
135,106,135,Vata-Kapha
82,16,119,Kapha
112,98,148,Kapha
57,42,38,Vata
100,121,143,Kapha
52,96,118,Kapha
112,131,42,Pitta
100,62,16,Vata
72,9,57,Vata
124,18,97,Vata
52,25,93,Kapha
24,45,147,Kapha
96,68,66,Vata
106,112,104,Pitta
74,100,103,Kapha-Pitta
36,60,3,Pitta
16,31,132,Kapha
144,55,44,Vata
51,97,21,Pitta
104,22,9,Vata
94,76,13,Vata
13,55,137,Kapha
86,135,62,Pitta
12,71,121,Kapha
96,120,40,Pitta
116,132,35,Pitta
53,126,34,Pitta
54,25,128,Kapha
137,67,59,Vata
97,38,50,Vata
127,104,119,Vata
106,66,16,Vata
109,5,70,Vata
144,114,112,Vata
15,25,104,Kapha
123,36,26,Vata
42,123,8,Pitta
39,149,126,Pitta
61,114,139,Kapha
148,127,131,Vata
0,19,77,Kapha
3,136,6,Pitta
112,25,105,Vata
104,111,55,Pitta
136,145,41,Pitta
122,35,0,Vata
134,116,41,Vata
126,72,77,Vata
102,103,132,Kapha
37,48,30,Pitta
128,107,30,Vata
93,69,16,Vata
24,37,117,Kapha
106,10,94,Vata
109,90,22,Vata
35,27,87,Kapha
2,6,70,Kapha
118,112,71,Vata
45,89,81,Pitta
80,81,16,Pitta-Vata
75,70,109,Kapha
27,111,124,Kapha
11,104,143,Kapha
121,147,8,Pitta
134,136,41,Pitta-Vata
72,118,58,Pitta
25,128,79,Pitta
27,120,124,Kapha-Pitta
106,35,92,Vata
15,127,2,Pitta
76,62,96,Kapha
70,75,68,Pitta-Vata
83,49,131,Kapha
79,43,82,Kapha-Vata
106,98,88,Vata
88,63,18,Vata
59,84,148,Kapha
9,39,24,Pitta
34,110,90,Pitta
22,120,105,Pitta
113,136,127,Pitta
49,93,141,Kapha
16,71,137,Kapha
108,134,50,Pitta
40,146,78,Pitta
77,99,41,Pitta
130,12,123,Vata
132,145,127,Pitta
110,134,74,Pitta
93,51,1,Vata
19,67,126,Kapha
140,44,125,Vata
101,101,64,Vata-Pitta
146,77,96,Vata
31,96,85,Pitta
36,5,53,Kapha
103,66,132,Kapha
84,43,73,Vata
148,51,76,Vata
55,19,99,Kapha
74,25,126,Kapha
24,44,21,Pitta
87,92,133,Kapha
147,101,144,Vata-Kapha
72,42,133,Kapha
132,113,133,Kapha-Vata
91,136,9,Pitta
87,4,54,Vata
134,22,88,Vata
132,2,147,Kapha
107,74,119,Kapha
114,99,12,Vata
109,87,34,Vata
82,37,106,Kapha
149,116,135,Vata
81,68,16,Vata
110,112,61,Pitta-Vata
100,98,51,Vata-Pitta
4,100,97,Pitta-Kapha
30,75,140,Kapha
147,118,79,Vata
112,138,142,Kapha-Pitta
81,116,27,Pitta
117,62,89,Vata
3,2,106,Kapha
90,121,51,Pitta
70,95,143,Kapha
109,56,139,Kapha
13,122,45,Pitta
141,38,15,Vata
109,6,140,Kapha
43,143,8,Pitta
131,14,26,Vata
6,61,124,Kapha
88,83,109,Kapha
104,13,79,Vata
146,147,50,Pitta-Vata
125,101,141,Kapha
106,64,84,Vata
21,81,113,Kapha
132,42,82,Vata
133,36,131,Vata-Kapha
74,142,31,Pitta
61,121,17,Pitta
59,83,95,Kapha
135,68,70,Vata
8,66,58,Pitta
74,144,118,Pitta
74,9,85,Kapha
100,24,144,Kapha
122,67,62,Vata
29,35,142,Kapha
143,17,101,Vata
22,81,71,Pitta
102,134,111,Pitta
150,1,75,Vata
1,52,130,Kapha
73,20,22,Vata
127,22,139,Kapha
150,10,143,Vata
80,123,13,Pitta
100,69,0,Vata
3,56,58,Kapha-Pitta
129,51,129,Vata-Kapha
127,20,48,Vata
83,67,13,Vata
63,112,9,Pitta
138,135,106,Vata-Pitta
25,19,147,Kapha
41,29,1,Vata
138,118,111,Vata
4,64,87,Kapha
103,43,40,Vata
114,24,125,Kapha
1,89,144,Kapha
116,73,86,Vata
31,105,15,Pitta
48,17,34,Vata
61,96,22,Pitta
105,113,107,Pitta
124,117,88,Vata
71,123,41,Pitta
18,59,133,Kapha
112,149,147,Pitta-Kapha
70,111,70,Pitta
132,28,145,Kapha
118,122,108,Pitta-Vata
13,53,150,Kapha
1,94,101,Kapha
62,101,68,Pitta
63,117,16,Pitta
35,62,105,Kapha
24,10,85,Kapha
18,10,49,Kapha
116,129,0,Pitta
114,54,89,Vata
22,73,112,Kapha
32,45,117,Kapha
74,105,124,Kapha
91,117,74,Pitta
57,96,8,Pitta
20,73,140,Kapha
93,28,131,Kapha
114,103,40,Vata
104,26,8,Vata
138,21,18,Vata
49,64,127,Kapha
24,64,111,Kapha
24,116,84,Pitta
36,137,86,Pitta
13,131,15,Pitta
20,16,91,Kapha
110,1,109,Vata-Kapha
37,92,28,Pitta
49,72,121,Kapha
58,17,147,Kapha
89,80,115,Kapha
142,140,67,Vata-Pitta
146,84,73,Vata
116,28,127,Kapha
109,1,13,Vata
61,44,142,Kapha
70,54,20,Vata
18,36,137,Kapha
34,34,16,Vata-Pitta
8,0,110,Kapha
138,25,1,Vata
15,132,61,Pitta
47,64,91,Kapha
85,59,140,Kapha
119,48,76,Vata
123,111,122,Vata-Kapha
28,119,69,Pitta
58,36,82,Kapha
59,14,91,Kapha
148,6,55,Vata
133,95,74,Vata
136,84,126,Vata
100,138,131,Pitta
123,84,131,Kapha
77,4,91,Kapha
94,12,27,Vata
83,59,104,Kapha
76,126,146,Kapha
3,113,5,Pitta
109,123,47,Pitta
94,25,94,Vata-Kapha
82,3,28,Vata
83,44,120,Kapha
145,31,40,Vata
37,13,113,Kapha
143,92,110,Vata
72,124,1,Pitta
94,27,82,Vata
125,119,142,Kapha
93,72,99,Kapha
28,143,98,Pitta
123,139,80,Pitta
26,0,62,Kapha
149,31,43,Vata
108,104,122,Kapha
107,72,42,Vata
31,108,135,Kapha
144,12,46,Vata
122,105,71,Vata
108,22,79,Vata
126,87,38,Vata
11,78,118,Kapha
122,112,51,Vata
23,37,68,Kapha
109,132,87,Pitta
34,56,146,Kapha
13,22,38,Kapha
89,58,31,Vata
36,137,2,Pitta
27,137,113,Pitta
54,36,3,Vata
51,130,145,Kapha
93,4,67,Vata
36,121,87,Pitta
131,83,1,Vata
85,62,6,Vata
18,77,84,Kapha
110,41,127,Kapha
82,43,121,Kapha
8,109,10,Pitta
96,114,24,Pitta
4,146,71,Pitta
131,108,118,Vata
141,116,139,Vata-Kapha
60,32,24,Vata
39,6,127,Kapha
1,3,115,Kapha
132,106,141,Kapha
33,132,15,Pitta
28,83,78,Pitta-Kapha
122,61,42,Vata
126,81,102,Vata
111,77,92,Vata
70,100,79,Pitta
22,9,139,Kapha
119,111,108,Vata
132,99,15,Vata
131,60,116,Vata
44,20,137,Kapha
91,11,47,Vata
9,42,93,Kapha
145,148,53,Pitta-Vata
107,135,116,Pitta
143,119,33,Vata
124,68,13,Vata
55,40,48,Vata
145,131,29,Vata
102,61,25,Vata
124,85,88,Vata
120,127,124,Pitta-Kapha
17,111,3,Pitta
47,18,28,Vata
7,79,112,Kapha
0,42,51,Kapha
31,114,15,Pitta
124,85,129,Kapha-Vata
12,123,117,Pitta
74,45,10,Vata
139,44,105,Vata
140,150,61,Pitta
44,66,31,Pitta
37,85,21,Pitta
19,142,56,Pitta
99,85,16,Vata
140,136,130,Vata-Pitta
42,134,148,Kapha
111,79,16,Vata
29,69,124,Kapha
98,30,69,Vata
125,12,12,Vata
60,112,81,Pitta
122,56,61,Vata
49,142,116,Pitta
116,109,30,Vata
133,119,108,Vata
78,25,84,Kapha
44,70,44,Pitta
96,110,136,Kapha
90,115,76,Pitta
49,139,10,Pitta
94,87,44,Vata
90,88,91,Kapha-Vata
19,7,51,Kapha
13,130,50,Pitta
10,144,88,Pitta
134,68,136,Kapha-Vata
102,69,43,Vata
104,6,31,Vata
10,40,20,Pitta
49,65,9,Pitta
29,32,86,Kapha
53,19,38,Vata
66,53,144,Kapha
63,117,108,Pitta
72,58,11,Vata
18,80,128,Kapha
107,39,63,Vata
19,11,109,Kapha
90,112,6,Pitta
98,77,62,Vata
75,89,29,Pitta
94,140,2,Pitta
35,123,121,Pitta-Kapha
116,52,119,Kapha-Vata
64,73,25,Pitta
18,48,122,Kapha
54,114,76,Pitta
62,95,110,Kapha
128,120,22,Vata
74,11,53,Vata
25,121,81,Pitta
114,101,66,Vata
133,140,32,Pitta
28,146,134,Pitta
134,48,50,Vata
117,134,115,Pitta
86,106,140,Kapha
70,39,118,Kapha
42,146,55,Pitta
96,42,52,Vata
107,139,42,Pitta
98,73,26,Vata
42,107,26,Pitta
135,110,6,Vata
81,53,64,Vata
11,95,23,Pitta
126,49,135,Kapha
119,14,32,Vata
3,112,130,Kapha
130,93,20,Vata
111,48,77,Vata
69,77,116,Kapha
56,35,135,Kapha
80,49,56,Vata
2,102,139,Kapha
121,63,26,Vata
74,112,23,Pitta
101,148,64,Pitta
40,7,26,Vata
10,142,93,Pitta
98,141,26,Pitta
76,128,29,Pitta
28,77,38,Pitta
1,135,149,Kapha
136,77,72,Vata
132,52,18,Vata
28,33,95,Kapha
34,107,54,Pitta
119,105,80,Vata
72,146,9,Pitta
110,136,23,Pitta
103,12,111,Kapha
100,94,112,Kapha
73,107,76,Pitta
141,147,37,Pitta
111,67,112,Kapha-Vata
118,53,68,Vata
15,148,22,Pitta
42,79,40,Pitta
26,3,142,Kapha
134,73,35,Vata
86,113,107,Pitta
145,55,103,Vata
103,138,132,Pitta
48,35,77,Kapha
103,110,90,Pitta
78,1,113,Kapha
36,3,65,Kapha
124,92,19,Vata
99,69,19,Vata
22,142,21,Pitta
2,20,21,Kapha-Pitta
30,106,104,Pitta-Kapha
2,36,2,Pitta
107,70,130,Kapha
10,13,31,Kapha
18,116,121,Kapha-Pitta
149,0,2,Vata
51,33,16,Vata
70,127,69,Pitta
133,88,133,Vata-Kapha
20,135,24,Pitta
97,120,147,Kapha
105,88,108,Kapha-Vata
125,22,129,Kapha-Vata
113,126,135,Kapha
63,144,125,Pitta
31,8,39,Kapha
124,117,137,Kapha
117,97,92,Vata
139,7,117,Vata
45,117,8,Pitta
52,77,131,Kapha
143,2,59,Vata
36,136,83,Pitta
100,5,124,Kapha
22,55,18,Pitta
20,2,100,Kapha
71,27,93,Kapha
121,117,37,Vata-Pitta
122,97,29,Vata
20,6,21,Kapha-Vata
39,54,149,Kapha
2,4,101,Kapha
137,64,103,Vata
89,63,97,Kapha
5,52,94,Kapha
40,23,121,Kapha
49,9,72,Kapha
139,138,99,Vata-Pitta
21,93,70,Pitta
63,103,68,Pitta
126,88,119,Vata
86,36,5,Vata
3,73,42,Pitta
52,66,62,Pitta-Kapha
73,60,99,Kapha
11,38,137,Kapha
68,8,33,Vata
141,146,136,Pitta-Vata
150,133,135,Vata
93,41,94,Kapha-Vata
94,99,61,Pitta-Vata
41,7,137,Kapha
76,149,28,Pitta
117,107,1,Vata
146,124,74,Vata
102,80,112,Kapha
72,69,26,Vata-Pitta
137,71,8,Vata
39,42,111,Kapha
0,117,115,Pitta-Kapha
103,78,53,Vata
129,76,127,Vata-Kapha
34,134,130,Pitta-Kapha
25,13,127,Kapha
9,70,141,Kapha
140,52,8,Vata
108,53,67,Vata
22,16,36,Kapha
139,108,26,Vata
25,99,112,Kapha
105,133,71,Pitta
17,24,129,Kapha
73,25,47,Vata
94,91,20,Vata-Pitta
98,90,99,Kapha-Vata
15,35,124,Kapha
89,4,129,Kapha
110,129,30,Pitta
83,32,89,Kapha
21,12,58,Kapha
137,68,124,Vata
96,23,24,Vata
72,149,50,Pitta
59,50,1,Vata
101,8,113,Kapha
37,25,20,Vata
14,94,67,Pitta
110,69,83,Vata
137,139,23,Pitta-Vata
103,55,55,Vata
98,12,91,Vata
102,16,8,Vata
0,117,82,Pitta
135,132,122,Vata-Pitta
22,113,20,Pitta
22,116,99,Pitta
70,109,17,Pitta
125,53,37,Vata
75,138,93,Pitta
139,59,145,Kapha
50,27,71,Kapha
78,128,74,Pitta
95,122,33,Pitta
32,44,6,Pitta
68,35,48,Vata
58,21,67,Kapha
78,14,24,Vata
55,23,126,Kapha
102,71,54,Vata
113,65,55,Vata
89,106,104,Pitta-Kapha
11,81,5,Pitta
91,77,131,Kapha
74,66,14,Vata
68,137,101,Pitta
60,131,87,Pitta
149,117,59,Vata
11,3,20,Kapha
32,40,127,Kapha
44,148,130,Pitta
45,105,70,Pitta
49,147,129,Pitta
74,50,38,Vata
144,64,60,Vata
131,71,100,Vata
8,136,143,Kapha
59,111,84,Pitta
34,122,80,Pitta
87,115,43,Pitta
78,40,15,Vata
95,52,16,Vata
33,63,97,Kapha
35,137,31,Pitta
129,34,139,Kapha
26,26,88,Kapha
140,137,58,Vata-Pitta
137,108,68,Vata
38,44,90,Kapha
66,112,25,Pitta
120,128,61,Pitta
57,58,132,Kapha
76,5,128,Kapha
19,22,70,Kapha
29,140,93,Pitta
111,57,129,Kapha
128,147,70,Pitta
56,110,139,Kapha
146,138,34,Vata
46,114,137,Kapha
93,88,47,Vata-Pitta
102,130,140,Kapha
36,119,149,Kapha
119,101,67,Vata
73,99,103,Kapha-Pitta
36,128,141,Kapha
56,0,80,Kapha
109,15,104,Vata-Kapha
41,37,150,Kapha
113,61,90,Vata
76,64,141,Kapha
134,120,0,Vata
136,136,107,Vata-Pitta
64,52,113,Kapha
86,9,7,Vata
132,40,122,Vata
144,150,143,Pitta
131,65,11,Vata
82,79,52,Vata-Pitta
105,6,105,Vata-Kapha
21,128,111,Pitta
2,118,20,Pitta
49,146,106,Pitta
64,0,55,Vata
147,9,8,Vata
83,130,95,Pitta
6,130,108,Pitta
133,88,94,Vata
81,32,61,Vata
107,25,38,Vata
92,94,145,Kapha
51,114,48,Pitta
64,79,125,Kapha
77,22,125,Kapha
51,75,134,Kapha
101,48,122,Kapha
84,104,61,Pitta
114,64,105,Vata
7,45,55,Kapha
120,44,122,Kapha-Vata
70,92,50,Pitta
98,142,149,Kapha
101,99,101,Vata-Kapha
100,135,73,Pitta
31,64,101,Kapha
4,107,46,Pitta
115,50,60,Vata
64,27,55,Vata
133,117,33,Vata
55,89,63,Pitta
48,126,2,Pitta
109,82,29,Vata
37,90,111,Kapha
46,81,0,Pitta
89,41,77,Vata
29,123,96,Pitta
77,138,48,Pitta
110,67,102,Vata
82,106,28,Pitta
84,70,148,Kapha
77,123,35,Pitta
9,131,8,Pitta
105,55,138,Kapha
18,30,54,Kapha
123,131,57,Pitta
91,77,100,Kapha
43,131,75,Pitta
117,40,97,Vata
112,69,12,Vata
102,77,142,Kapha
35,62,5,Pitta
85,57,21,Vata
64,140,45,Pitta
104,17,5,Vata
96,46,147,Kapha
41,57,19,Pitta
96,79,142,Kapha
21,63,114,Kapha
140,93,45,Vata
82,45,83,Kapha-Vata
11,42,33,Pitta
119,115,84,Vata-Pitta
10,59,119,Kapha
29,33,129,Kapha
100,5,18,Vata
92,120,109,Pitta
67,123,16,Pitta
64,135,83,Pitta
80,30,138,Kapha
52,94,81,Pitta
49,18,4,Vata
23,118,72,Pitta
136,123,1,Vata
91,117,57,Pitta
143,44,143,Vata-Kapha
68,71,148,Kapha
124,91,31,Vata
51,136,105,Pitta
116,147,141,Pitta
136,98,72,Vata
110,70,64,Vata
94,5,88,Vata
140,77,96,Vata
103,127,28,Pitta
72,65,25,Vata
42,123,82,Pitta
78,63,51,Vata
41,40,74,Kapha
149,21,19,Vata
72,122,1,Pitta
35,116,110,Pitta
109,66,129,Kapha
56,36,69,Kapha
63,150,87,Pitta
125,107,69,Vata
147,30,59,Vata
69,18,15,Vata
52,116,41,Pitta
142,104,86,Vata
149,26,32,Vata
94,17,79,Vata
49,108,25,Pitta
128,12,64,Vata
100,130,96,Pitta
10,41,121,Kapha
25,124,106,Pitta
6,97,40,Pitta
133,148,89,Pitta
149,129,82,Vata
143,8,81,Vata
124,73,124,Vata-Kapha
59,72,111,Kapha
32,115,75,Pitta
60,17,48,Vata
34,12,66,Kapha
125,41,21,Vata
4,56,29,Pitta
32,14,101,Kapha
91,81,66,Vata
40,62,138,Kapha
21,24,75,Kapha
83,103,19,Pitta
59,68,94,Kapha
139,110,107,Vata
66,123,46,Pitta
130,83,75,Vata
47,149,94,Pitta
44,97,104,Kapha
30,2,134,Kapha
66,147,23,Pitta
56,130,39,Pitta
120,97,76,Vata
38,123,24,Pitta
30,88,13,Pitta
55,144,116,Pitta
83,60,10,Vata
127,77,38,Vata
97,130,37,Pitta
61,36,23,Vata
113,20,105,Vata
121,89,68,Vata
9,21,96,Kapha
75,46,12,Vata
134,55,72,Vata
118,77,16,Vata
129,43,65,Vata
140,134,92,Vata
47,149,134,Pitta
149,130,2,Vata
143,149,44,Pitta
126,45,75,Vata
2,6,136,Kapha
145,68,83,Vata
5,33,94,Kapha
76,135,107,Pitta
48,52,128,Kapha
3,128,87,Pitta
113,93,65,Vata
145,56,68,Vata
113,66,25,Vata
57,139,27,Pitta
5,93,30,Pitta
23,75,51,Pitta
4,6,85,Kapha
16,77,100,Kapha
75,91,55,Pitta
117,67,40,Vata
73,40,75,Kapha-Vata
101,17,141,Kapha
117,72,101,Vata
89,29,33,Vata
117,41,84,Vata
105,142,76,Pitta
93,85,134,Kapha
128,59,12,Vata
61,66,59,Pitta-Vata
150,59,124,Vata
94,116,144,Kapha
16,120,85,Pitta
121,9,12,Vata
102,144,65,Pitta
119,125,72,Pitta
123,42,114,Vata
81,3,47,Vata
70,68,145,Kapha
110,46,108,Vata-Kapha
20,26,16,Pitta
105,41,86,Vata
102,22,118,Kapha
71,54,29,Vata
108,60,113,Kapha-Vata
150,47,31,Vata
84,124,77,Pitta
66,107,63,Pitta
128,25,22,Vata
145,67,94,Vata
4,35,52,Kapha
37,42,39,Pitta-Kapha
59,95,101,Kapha
49,64,128,Kapha
114,91,39,Vata
87,4,131,Kapha
134,112,106,Vata
43,64,77,Kapha
70,14,71,Kapha-Vata
78,94,87,Pitta
23,81,14,Pitta
11,73,18,Pitta
33,25,60,Kapha
83,74,81,Vata-Kapha
110,83,30,Vata
77,103,148,Kapha
36,89,39,Pitta
27,107,90,Pitta
57,74,6,Pitta
45,93,98,Kapha-Pitta
139,12,105,Vata
84,128,97,Pitta
75,72,72,Vata-Pitta
29,109,50,Pitta
119,62,48,Vata
101,131,6,Pitta
148,100,12,Vata
24,54,74,Kapha
20,138,55,Pitta
10,80,10,Pitta
43,131,61,Pitta
47,118,145,Kapha
59,130,121,Pitta
21,34,73,Kapha
97,17,123,Kapha
67,33,41,Vata
90,101,19,Pitta
1,68,119,Kapha
73,35,117,Kapha
11,98,117,Kapha
38,6,95,Kapha
112,107,15,Vata-Pitta
90,46,62,Vata
54,37,147,Kapha
82,143,36,Pitta
31,142,50,Pitta
12,63,37,Pitta
69,57,144,Kapha
40,99,70,Pitta
130,66,89,Vata
49,132,120,Pitta
44,62,139,Kapha
98,124,58,Pitta
31,81,71,Pitta
59,54,126,Kapha
133,79,36,Vata
51,22,26,Vata
41,146,126,Pitta
101,61,21,Vata
14,144,100,Pitta
140,150,123,Pitta
37,97,102,Kapha-Pitta
64,63,46,Vata-Pitta
44,136,11,Pitta
27,90,118,Kapha
130,110,83,Vata
136,103,96,Vata
21,39,63,Kapha
148,17,55,Vata
120,36,149,Kapha
26,8,128,Kapha
120,22,86,Vata
40,13,135,Kapha
52,129,58,Pitta
1,94,32,Pitta
63,0,90,Kapha
55,6,114,Kapha
116,78,80,Vata
109,86,7,Vata
62,136,45,Pitta
137,63,147,Kapha
20,132,57,Pitta
80,7,37,Vata
87,18,25,Vata
16,123,83,Pitta
78,133,20,Pitta
43,100,143,Kapha
43,32,107,Kapha
43,122,100,Pitta
21,21,2,Vata-Pitta
96,131,0,Pitta
75,114,78,Pitta
44,135,77,Pitta
31,31,28,Vata-Pitta
3,144,105,Pitta
61,73,55,Pitta
17,40,2,Pitta
42,58,112,Kapha
133,3,31,Vata
119,91,143,Kapha
59,149,14,Pitta
114,52,6,Vata
72,85,46,Pitta
97,41,108,Kapha
144,20,60,Vata
6,128,63,Pitta
55,137,60,Pitta
24,119,80,Pitta
147,86,2,Vata
16,139,128,Pitta
28,149,90,Pitta
10,100,142,Kapha
136,68,47,Vata
3,54,53,Pitta-Kapha
25,106,24,Pitta
77,110,54,Pitta
40,85,57,Pitta
113,51,62,Vata
105,2,141,Kapha
122,97,27,Vata
118,119,68,Pitta-Vata
94,40,65,Vata
79,18,34,Vata
129,107,69,Vata
92,9,32,Vata
54,96,52,Pitta
70,86,34,Pitta
136,36,127,Vata
17,118,131,Kapha
118,56,115,Vata-Kapha
136,9,47,Vata
48,93,16,Pitta
65,42,67,Kapha-Vata
104,133,150,Kapha
10,28,22,Pitta
16,130,107,Pitta
40,115,103,Pitta
91,34,43,Vata
50,1,140,Kapha
81,137,96,Pitta
124,72,133,Kapha
114,107,29,Vata
5,77,96,Kapha
143,4,14,Vata
135,134,102,Vata-Pitta
15,84,52,Pitta
12,19,28,Kapha
7,126,107,Pitta
20,86,20,Pitta
77,84,29,Pitta
17,13,81,Kapha
107,62,55,Vata
54,41,10,Vata
95,64,27,Vata
76,129,46,Pitta
89,20,54,Vata
137,149,105,Pitta
12,1,18,Kapha
8,113,43,Pitta
63,47,56,Vata
92,13,126,Kapha
113,44,44,Vata
132,40,42,Vata
37,126,127,Kapha-Pitta
94,132,69,Pitta
94,76,3,Vata
128,14,74,Vata
18,7,17,Vata-Kapha
48,122,82,Pitta
121,147,133,Pitta
98,91,27,Vata
52,115,20,Pitta
67,85,10,Pitta
100,150,44,Pitta
6,135,35,Pitta
49,103,58,Pitta
86,82,64,Vata-Pitta
142,20,125,Vata
22,74,139,Kapha
32,129,137,Kapha
46,126,38,Pitta
41,83,36,Pitta
80,15,125,Kapha
130,124,44,Vata
58,63,72,Kapha
124,144,85,Pitta
98,147,95,Pitta
106,72,98,Vata
6,136,72,Pitta
120,95,10,Vata
44,67,30,Pitta
82,61,48,Vata
20,136,9,Pitta
8,8,141,Kapha
32,25,144,Kapha
36,133,145,Kapha
55,97,44,Pitta
112,18,36,Vata
64,119,145,Kapha
133,64,50,Vata
128,134,4,Pitta
19,91,98,Kapha
132,67,34,Vata
142,114,102,Vata
83,45,97,Kapha
39,46,126,Kapha
65,140,25,Pitta
97,33,20,Vata
60,89,20,Pitta
24,7,68,Kapha
75,96,31,Pitta
56,53,146,Kapha
140,136,23,Vata-Pitta
111,4,91,Vata
76,51,117,Kapha
121,123,14,Pitta-Vata
74,26,118,Kapha
104,28,13,Vata
98,45,1,Vata
131,24,130,Vata-Kapha
148,0,35,Vata
80,120,73,Pitta
53,31,130,Kapha
83,112,96,Pitta
0,21,68,Kapha
122,107,103,Vata
145,142,27,Vata-Pitta
8,84,137,Kapha
1,14,25,Kapha
127,21,94,Vata
53,37,90,Kapha
42,93,40,Pitta
141,19,38,Vata
113,9,91,Vata
39,32,92,Kapha
96,54,46,Vata
25,81,32,Pitta
132,16,48,Vata
54,82,100,Kapha
10,21,61,Kapha
141,42,31,Vata
57,13,33,Vata
85,70,14,Vata
94,149,105,Pitta
116,113,140,Kapha
149,26,64,Vata
53,42,100,Kapha
102,33,53,Vata
4,23,113,Kapha
77,26,7,Vata
35,99,147,Kapha
56,142,94,Pitta
96,134,53,Pitta
26,98,1,Pitta
82,33,39,Vata
81,0,143,Kapha
94,59,11,Vata
30,65,76,Kapha
60,136,30,Pitta
150,136,34,Vata
29,117,30,Pitta
83,78,102,Kapha
63,89,120,Kapha
113,142,74,Pitta
13,146,81,Pitta
115,149,39,Pitta
26,110,47,Pitta
12,41,54,Kapha
121,47,4,Vata
48,116,10,Pitta
125,58,77,Vata
33,146,49,Pitta
128,12,84,Vata
20,138,65,Pitta
144,122,62,Vata
138,105,133,Vata-Kapha
44,47,117,Kapha
54,106,56,Pitta
86,138,6,Pitta
105,140,130,Pitta
146,124,139,Vata
126,79,116,Vata
93,9,86,Vata
83,113,8,Pitta
144,94,7,Vata
48,140,22,Pitta
10,70,75,Kapha-Pitta
96,19,23,Vata
87,92,68,Pitta-Vata
0,68,97,Kapha
111,22,78,Vata
139,135,79,Vata-Pitta
93,54,90,Vata-Kapha
77,122,37,Pitta
108,25,111,Kapha-Vata
116,7,123,Kapha
106,11,23,Vata
46,114,47,Pitta
108,12,150,Kapha
20,14,72,Kapha
147,143,148,Kapha-Vata
49,106,12,Pitta
50,117,70,Pitta
3,66,117,Kapha
61,27,43,Vata
61,125,67,Pitta
6,6,26,Kapha
30,28,22,Vata-Pitta
132,107,1,Vata
99,111,39,Pitta
20,63,108,Kapha
68,9,95,Kapha
87,133,85,Pitta
119,65,133,Kapha
95,10,38,Vata
44,116,64,Pitta
67,148,89,Pitta
61,86,117,Kapha
30,116,128,Kapha
108,143,32,Pitta
82,29,62,Vata
127,131,149,Kapha
52,108,111,Kapha-Pitta
130,54,44,Vata
85,82,77,Vata-Pitta
135,50,25,Vata
107,43,22,Vata
116,37,3,Vata
2,54,64,Kapha
14,53,149,Kapha
98,64,71,Vata
116,112,59,Vata-Pitta
55,137,128,Pitta
1,43,110,Kapha
137,89,36,Vata
45,69,128,Kapha
80,1,60,Vata
1,82,105,Kapha
78,84,39,Pitta
95,0,4,Vata
61,71,4,Pitta
117,97,74,Vata
150,138,42,Vata
130,80,150,Kapha
76,133,47,Pitta
36,63,13,Pitta
4,121,95,Pitta
68,45,86,Kapha
122,126,2,Pitta-Vata
58,133,26,Pitta
34,60,113,Kapha
74,136,112,Pitta
60,50,117,Kapha
40,144,82,Pitta
86,128,90,Pitta
137,116,25,Vata
104,26,73,Vata
142,86,54,Vata
76,42,16,Vata
55,131,128,Pitta-Kapha
104,95,7,Vata
3,112,121,Kapha
104,13,27,Vata
14,91,46,Pitta
71,146,85,Pitta
61,17,92,Kapha
41,22,89,Kapha
6,67,102,Kapha
26,138,135,Pitta-Kapha
59,88,72,Pitta
67,13,74,Kapha
